step,velocity_x,acceleration_x
0,0.0,0.0
1,0.0,0.0
2,9.127906402616142e-07,9.127906402616141e-05
3,0.0,-9.127906402616141e-05
4,0.0,0.0
5,0.00013908011711464662,0.013908011711464663
6,0.0,-0.013908011711464663
7,-3.732826783267682e-05,-0.003732826783267682
8,0.0,0.003732826783267682
9,0.0,0.0
10,0.00491050765837792,0.49105076583779195
11,0.0,-0.49105076583779195
12,0.02824734323255014,2.8247343232550137
13,0.0,-2.8247343232550137
14,0.0,0.0
15,0.04311140392107877,4.311140392107877
16,0.0,-4.311140392107877
17,0.08124834207458402,8.124834207458402
18,0.0,-8.124834207458402
19,0.0,0.0
20,0.11816353389506827,11.816353389506826
21,0.0,-11.816353389506826
22,0.1508107153579517,15.08107153579517
23,0.0,-15.08107153579517
24,0.0,0.0
25,0.16562765613839445,16.562765613839446
26,0.0,-16.562765613839446
27,0.2015233905779447,20.152339057794467
28,0.0,-20.152339057794467
29,0.0,0.0
30,0.19224465901019566,19.224465901019567
31,0.0,-19.224465901019567
32,0.19781827825077303,19.781827825077304
33,0.0,-19.781827825077304
34,0.0,0.0
35,0.2038796071492981,20.387960714929807
36,0.0,-20.387960714929807
37,0.1856427818721678,18.56427818721678
38,0.0,-18.56427818721678
39,0.0,0.0
40,0.21147020297559188,21.147020297559187
41,0.0,-21.147020297559187
42,0.17460995722856795,17.460995722856794
43,0.0,-17.460995722856794
44,0.0,0.0
45,0.2016795337295676,20.16795337295676
46,0.0,-20.16795337295676
47,0.2207992172386017,22.07992172386017
48,0.0,-22.07992172386017
49,0.0,0.0
50,0.22027926774300163,22.027926774300163
51,0.0,-22.027926774300163
52,0.17718491999181157,17.718491999181158
53,0.0,-17.718491999181158
54,0.0,0.0
55,0.2060968079553369,20.60968079553369
56,0.0,-20.60968079553369
57,0.2140861362727507,21.40861362727507
58,0.0,-21.40861362727507
59,0.0,0.0
60,0.20011009267583327,20.011009267583326
61,0.0,-20.011009267583326
62,0.18626926862539586,18.626926862539587
63,0.0,-18.626926862539587
64,0.0,0.0
65,0.1955197546079599,19.55197546079599
66,0.0,-19.55197546079599
67,0.20397066135232741,20.39706613523274
68,0.0,-20.39706613523274
69,0.0,0.0
70,0.29699070399014044,29.699070399014044
71,0.0,-29.699070399014044
72,0.1124928626270889,11.249286262708889
73,0.0,-11.249286262708889
74,0.0,0.0
75,0.20897534421307004,20.897534421307004
76,0.0,-20.897534421307004
77,0.20909384528961983,20.909384528961983
78,0.0,-20.909384528961983
79,0.0,0.0
80,0.2527639619584093,25.276396195840928
81,0.0,-25.276396195840928
82,0.12893190663477033,12.893190663477032
83,0.0,-12.893190663477032
84,0.0,0.0
85,0.19752772822056067,19.752772822056066
86,0.0,-19.752772822056066
87,0.19333735981541014,19.333735981541015
88,0.0,-19.333735981541015
89,0.0,0.0
90,0.3207299893084109,32.07299893084109
91,0.0,-32.07299893084109
92,0.09253241959875676,9.253241959875675
93,0.0,-9.253241959875675
94,0.0,0.0
95,0.20488470466254247,20.488470466254245
96,0.0,-20.488470466254245
97,0.19970818059626863,19.97081805962686
98,0.0,-19.97081805962686
99,0.0,0.0
